id,qid1,qid2,answer1,answer2,is_duplicate
738,1477,1478,Orang-orang dengan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,Orang-orang menunggu perlombaan dimulai.,1
739,1479,1480,Orang-orang dengan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,atlet melakukan backflips dari gunung,0
740,1481,1482,Orang-orang dengan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,Orang-orang dengan rompi oranye berlomba dalam perlombaan yang telah dimulai.,0
741,1483,1484,Orang-orang dengan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,Orang-orang dengan rompi oranye menunggu dimulainya perlombaan.,1
742,1485,1486,Orang-orang yang mengenakan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,Orang-orang mengenakan pakaian berwarna-warni,1
743,1487,1488,Orang-orang dengan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,Orang-orang berlomba mundur melalui Neraka.,0
744,1489,1490,Orang-orang yang mengenakan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,Orang-orang sedang menunggu perlombaan.,1
745,1491,1492,Orang-orang yang mengenakan rompi oranye dan celana biru dengan garis kuning di bagian bawah menunggu dimulainya perlombaan.,para pelari menunggu untuk memulai lomba,1
746,1493,1494,Seorang pria muda dan wanita muda menari di atas lantai berkarpet dengan gambar dari film Toy Story pada layar lebar di latar belakang.,Orang-orang menari di trotoar.,0
747,1495,1496,Seorang pria muda dan wanita muda menari di atas lantai berkarpet dengan gambar dari film Toy Story pada layar lebar di latar belakang.,Kedua orang itu sedang menari.,1
748,1497,1498,Pemain ski mengenakan jumpsuit kuning dan meluncur melintasi rel kuning.,Pemain ski mengenakan jumpsuit.,1
749,1499,1500,Pemain ski mengenakan jumpsuit kuning dan meluncur melintasi rel kuning.,Skateboard mengenakan jumpsuit biru.,0
750,1501,1502,Acara lintasan yang diadakan oleh J.P. Morgan Chase dengan keamanan.,J.P. Morgan Chase mengadakan acara lintasan.,1
751,1503,1504,Acara lintasan yang diadakan oleh J.P. Morgan Chase dengan keamanan.,Acara lintasan tidak memiliki keamanan.,0
752,1505,1506,"Dua orang menari, mengenakan kostum tari.",Orang-orang bergerak.,1
753,1507,1508,"Dua orang menari, mengenakan kostum tari.",Dua orang sedang makan malam.,0
754,1509,1510,Seorang petani Inggris dengan gerobak yang ditarik kuda.,Ada seorang petani yang berbaring di luar ruangan,0
755,1511,1512,Seorang petani Inggris dengan gerobak yang ditarik kuda.,Ada seorang petani dengan kereta kuda,1
756,1513,1514,Permainan sepak bola anak-anak yang sedang dimainkan sementara matahari terbenam di latar belakang.,Para pria tua bermain sepak bola saat matahari terbenam.,0
757,1515,1516,Permainan sepak bola anak-anak yang sedang dimainkan sementara matahari terbenam di latar belakang.,Anak-anak bermain sepak bola saat matahari terbenam.,1
758,1517,1518,Permainan sepak bola yang dimainkan oleh tim biru dan tim merah di lapangan yang terawat sempurna saat senja.,Tidak ada yang bermain sepak bola.,0
759,1519,1520,Permainan sepak bola yang dimainkan oleh tim biru dan tim merah di lapangan yang terawat sempurna saat senja.,Orang-orang bermain sepak bola.,1
760,1521,1522,Dua tim sepak bola sedang bertanding di lapangan sepak bola.,Ada permainan sepak bola.,1
761,1523,1524,Dua tim sepak bola sedang bertanding di lapangan sepak bola.,Dua tim bisbol sedang bertanding.,0
762,1525,1526,Tim sepak bola bermain di lapangan saat matahari terbenam di balik barisan pepohonan.,Tim sepak bola bertanding di luar ruangan.,1
763,1527,1528,Tim sepak bola bermain di lapangan saat matahari terbenam di balik barisan pepohonan.,Sebuah tim sepak bola sedang bermain hoki melawan tim sepak bola di gelanggang es.,0
764,1529,1530,dua orang pria yang melayani menyiapkan makanan.,Dua pria mengendarai sepeda.,0
765,1531,1532,dua orang pria yang melayani menyiapkan makanan.,Dua orang pria yang menyajikan makanan.,1
766,1533,1534,Pertandingan sepak bola yang terjadi saat matahari terbenam.,permainan olahraga sedang dimainkan,1
767,1535,1536,Pertandingan sepak bola yang terjadi saat matahari terbenam.,pertandingan bola basket sedang berlangsung saat matahari terbit,0
768,1537,1538,Anak kecil berkulit putih mengenakan hoodie bergaris coklat dan abu-abu bermain di taman.,Seorang anak kecil sedang bermain video game di kamar tidurnya.,0
769,1539,1540,Anak kecil berkulit putih mengenakan hoodie bergaris coklat dan abu-abu bermain di taman.,Seorang anak bermain di taman.,1
770,1541,1542,Seorang anak laki-laki kecil bercelana cokelat sedang bermain tali di sebuah taman.,Ada seorang anak kecil bercelana coklat.,1
771,1543,1544,Seorang anak laki-laki kecil bercelana cokelat sedang bermain tali di sebuah taman.,Ada seorang gadis kecil bercelana merah.,0
772,1545,1546,Balita dengan kaus bergaris-garis bermain di atas tali di taman bermain.,Seorang anak sedang tidur siang.,0
773,1547,1548,Balita dengan kaus bergaris-garis bermain di atas tali di taman bermain.,Seorang anak bermain di taman bermain.,1
774,1549,1550,Seorang wanita yang mengenakan topi merah muda sedang melihat mobil merah muda dengan truk terbuka.,Wanita itu mengenakan pakaian.,0
775,1551,1552,Seorang wanita yang mengenakan topi merah muda sedang melihat mobil merah muda dengan truk terbuka.,Wanita itu mengenakan tas belanjaan ke mobilnya.,0
776,1553,1554,Seorang pria berkemeja biru mendongak ke atas.,Seorang pria berkemeja merah mendongak ke atas.,0
777,1555,1556,Seorang pria berkemeja biru mendongak ke atas.,Seseorang mendongak ke atas.,1
778,1557,1558,Tiga anak perempuan di wahana hiburan yang sedang bersenang-senang.,Ada tiga anak perempuan,1
779,1559,1560,Tiga anak perempuan di wahana hiburan yang sedang bersenang-senang.,Para gadis berada di rumah,0
780,1561,1562,Seorang wanita di kasir Walmart yang belanjaannya dikantongi oleh seorang karyawan.,Wanita itu ada di Target,0
781,1563,1564,Seorang wanita di kasir Walmart yang belanjaannya dikantongi oleh seorang karyawan.,Seorang wanita di Walmart,1
782,1565,1566,Anjing cokelat menapak di air.,Anjing cokelat sedang tidur di samping air,0
783,1567,1568,Anjing cokelat menapak di air.,Anjing cokelat menapak di air saat ia direndam dalam air,1
784,1569,1570,Seorang wanita sedang menunggu bersama anak-anaknya saat dia diperiksa di Walmart.,Seorang wanita berdiri di konter di Target.,0
785,1571,1572,Seorang wanita sedang menunggu bersama anak-anaknya saat dia diperiksa di Walmart.,Seorang wanita membawa anak-anak bersamanya di konter check out.,1
786,1573,1574,Seorang wanita berambut pirang dengan dua orang anak sedang melakukan check out di kasir Walmart.,Makanan membuat orang lapar,0
787,1575,1576,Seorang wanita berambut pirang dengan dua orang anak sedang melakukan check out di kasir Walmart.,Seorang ibu bersama kedua anaknya di walmart,1
788,1577,1578,Seorang wanita yang duduk di binatu sambil melihat ke arah kamera.,Seekor monyet sedang makan pisang.,0
789,1579,1580,Seorang wanita yang duduk di binatu sambil melihat ke arah kamera.,Ada seorang wanita di sebuah ruangan.,1
790,1581,1582,Seorang anak laki-laki mendayung melintasi air dengan perahu seadanya.,Seorang anak laki-laki berada di atas perahu.,1
791,1583,1584,Seorang anak laki-laki mendayung melintasi air dengan perahu seadanya.,Seorang anak laki-laki sedang berenang.,0
792,1585,1586,Seorang pemain bisbol akan melempar bola bisbol.,Seorang pemain bisbol sedang mengayunkan tangan untuk memukul bola.,1
793,1587,1588,Seorang pemain bisbol akan melempar bola bisbol.,Bola bisbol rusak,0
794,1589,1590,Seekor anjing meluncur di sepanjang pantai.,Seekor anjing sedang tidur di ruang tamu.,0
795,1591,1592,Seekor anjing meluncur di sepanjang pantai.,Seekor anjing berada di luar.,1
796,1593,1594,Seekor anjing putih berlari di sepanjang garis pantai berbatu.,Seekor anjing berlari menaiki tangga di rumah.,0
797,1595,1596,Seekor anjing putih berlari di sepanjang garis pantai berbatu.,Seekor anjing sedang berlari di luar.,1
798,1597,1598,Seekor anjing pangkuan putih berbulu halus berlari di sepanjang pantai berbatu.,Seekor anjing berlari melintasi pantai.,1
799,1599,1600,Seekor anjing pangkuan putih berbulu halus berlari di sepanjang pantai berbatu.,Seekor anjing meringkuk di bawah selimut di sofa.,0
800,1601,1602,Seekor anjing putih kecil berlari di pantai yang tertutup kerikil.,Seekor anjing di pantai.,1
801,1603,1604,Seekor anjing putih kecil berlari di pantai yang tertutup kerikil.,Burung camar di dermaga.,0
802,1605,1606,Seorang pemain bisbol mengerahkan segenap kekuatannya untuk melempar bola.,Pitcher sedang melakukan lemparan,1
803,1607,1608,Seorang pemain bisbol mengerahkan segenap kekuatannya untuk melempar bola.,Pemain melemparkan bola,0
804,1609,1610,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Bidang kosong.,0
805,1611,1612,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Beberapa orang bersorak-sorai di lapangan.,1
806,1613,1614,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Pemain sepak bola membunuh pemandu sorak dengan umpan pelurunya.,0
807,1615,1616,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Ada orang di luar ruangan.,1
808,1617,1618,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Pemandu sorak bersorak di lapangan untuk suatu kegiatan.,1
809,1619,1620,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Orang-orang bersorak.,1
810,1621,1622,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Orang-orang duduk di bangku yang tertutup salju.,0
811,1623,1624,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Pemandu sorak bersorak-sorai.,1
812,1625,1626,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Beberapa pemain sepak bola sedang berlatih permainan lari.,0
813,1627,1628,Para pemandu sorak berada di lapangan sambil bersorak-sorai.,Seorang pria tua yang mengenakan popok.,0
814,1629,1630,Seorang wanita yang memegang boombox.,Seorang pria yang memegang boombox.,0
815,1631,1632,Seorang wanita yang memegang boombox.,Seseorang yang memegang boombox.,1
816,1633,1634,Seorang wanita berkemeja biru dan bertopi hijau menatap ke arah kamera.,Seorang wanita yang mengenakan kemeja biru dan topi hijau melihat ke arah kamera,1
817,1635,1636,Seorang wanita berkemeja biru dan bertopi hijau menatap ke arah kamera.,Seorang wanita yang mengenakan kemeja biru dan topi hijau sedang menggunakan ponselnya,0
818,1637,1638,Pemandu sorak sedang melakukan sorakan di lapangan sepak bola.,Para pemandu sorak mengenakan pakaian.,1
819,1639,1640,Pemandu sorak sedang melakukan sorakan di lapangan sepak bola.,Para pemandu sorak berada di arena basket.,0
820,1641,1642,Seorang wanita yang bersemangat dan tersenyum berdiri di pagar merah sambil memegang boombox di satu sisi.,Manusia yang berdiri.,1
821,1643,1644,Seorang wanita yang bersemangat dan tersenyum berdiri di pagar merah sambil memegang boombox di satu sisi.,Tidak ada yang berdiri.,0
822,1645,1646,Seorang wanita berlutut mengenakan kemeja biru.,Seorang wanita dekat dengan lantai.,1
823,1647,1648,Seorang wanita berlutut mengenakan kemeja biru.,Wanita itu sedang melakukan jumping jack di luar.,0
824,1649,1650,Siluet tiga orang di depan dinding.,Orang-orang berada di dekat tembok.,1
825,1651,1652,Siluet tiga orang di depan dinding.,Orang-orang berlarian di jalan pedesaan.,0
826,1653,1654,Dua orang yang mengenakan pakaian biru membuat gerakan tangan di samping satu sama lain.,Seorang pria sedang duduk dengan tangan di saku.,0
827,1655,1656,Dua orang yang mengenakan pakaian biru membuat gerakan tangan di samping satu sama lain.,Dua orang bersebelahan.,1
828,1657,1658,Seekor anjing hitam dan putih berbintik-bintik terciprat di dalam air.,anjing berada di dalam air,1
829,1659,1660,Seekor anjing hitam dan putih berbintik-bintik terciprat di dalam air.,anjing sedang makan dari mangkuk favoritnya di dapur,0
830,1661,1662,"Sekelompok besar, mengenakan kemeja merah muda, melambaikan tangan kepada para penonton.",Kerumunan orang banyak menggerakkan tangan.,1
831,1663,1664,"Sekelompok besar, mengenakan kemeja merah muda, melambaikan tangan kepada para penonton.",Tidak ada yang mengawasi mereka.,0
832,1665,1666,Seorang bayi sedang bermain dengan untaian manik-manik.,Bayi sedang tidur.,0
833,1667,1668,Seorang bayi sedang bermain dengan untaian manik-manik.,Bayi sedang bermain.,1
834,1669,1670,Orang-orang berada di atas panggung pertunjukan.,orang sedang tidur,0
835,1671,1672,Orang-orang berada di atas panggung pertunjukan.,Orang-orang berada di atas panggung,1
836,1673,1674,Seorang wanita sedang berlari maraton di sebuah taman.,Wanita itu sedang berlari di halaman belakang rumahnya.,0
837,1675,1676,Seorang wanita sedang berlari maraton di sebuah taman.,Wanita itu berada di luar ruangan.,1
838,1677,1678,Sekelompok orang menunjuk ke depan sambil melakukan semacam tindakan.,Sekelompok orang menunjuk ke depan saat melakukan sesuatu.,1
839,1679,1680,Sekelompok orang menunjuk ke depan sambil melakukan semacam tindakan.,Sekelompok orang bertarung menggunakan harimau.,0
840,1681,1682,Beberapa orang menari bersama secara sinkron.,anak-anak saling berkelahi.,0
841,1683,1684,Beberapa orang menari bersama secara sinkron.,orang-orang menari.,1
842,1685,1686,Sekelompok orang menari,orang menari bersama,1
843,1687,1688,Sekelompok orang menari,anjing sedang kawin,0
844,1689,1690,Pasangan dewasa menikmati waktu di bak mandi air panas.,Sepasang suami-istri berada di dalam sambil menonton TV.,0
845,1691,1692,Pasangan dewasa menikmati waktu di bak mandi air panas.,Sepasang suami istri berada di bak mandi air panas.,1
846,1693,1694,Seorang pria berpenampilan biasa-biasa saja sedang bermain gitar.,Pria itu tahu cara bermain gitar.,1
847,1695,1696,Seorang pria berpenampilan biasa-biasa saja sedang bermain gitar.,Pria itu sedang memainkan drum.,0
848,1697,1698,Dua ekor anjing berwarna cokelat dan putih dan seekor anjing berwarna cokelat berlomba menyusuri pantai di dekat air.,tiga ekor anjing berada di luar,1
849,1699,1700,Dua ekor anjing berwarna cokelat dan putih dan seekor anjing berwarna cokelat berlomba menyusuri pantai di dekat air.,tiga ekor anjing sedang berbaring di sofa,0
850,1701,1702,Seorang pria dan wanita sedang berjalan di jalan sambil berpegangan tangan.,Seorang pria dan wanita berjalan di sisi jalan yang berlawanan.,0
851,1703,1704,Seorang pria dan wanita sedang berjalan di jalan sambil berpegangan tangan.,Sepasang orang berpegangan tangan sambil berjalan.,1
852,1705,1706,Seorang pria sedang menggunakan komputernya sambil duduk di meja.,Seorang wanita minum bir di mejanya.,0
853,1707,1708,Seorang pria sedang menggunakan komputernya sambil duduk di meja.,Seorang pria duduk di meja.,1
854,1709,1710,Seorang kru kamera sedang merekam dua wanita berpakaian formal yang duduk di atas selimut di tengah taman.,Seseorang sedang merekam.,1
855,1711,1712,Seorang kru kamera sedang merekam dua wanita berpakaian formal yang duduk di atas selimut di tengah taman.,Semua orang yang mengenakan pakaian formal berada di dalam.,0
856,1713,1714,pria yang sedang duduk bermain catur sendirian,Seorang pria yang bermain board game sendirian.,1
857,1715,1716,pria yang sedang duduk bermain catur sendirian,Pria yang sedang tertidur.,0
858,1717,1718,Wanita muda berlari saat dua pria di belakang mencoba mengejarnya.,sekelompok orang yang berlari,1
859,1719,1720,Wanita muda berlari saat dua pria di belakang mencoba mengejarnya.,wanita minum kopi dengan dua pria,0
860,1721,1722,Seorang pria berkemeja biru duduk di luar sendirian dengan papan catur yang diletakkan di depannya.,Seseorang duduk di luar di belakang papan catur.,1
861,1723,1724,Seorang pria berkemeja biru duduk di luar sendirian dengan papan catur yang diletakkan di depannya.,Dua pria lanjut usia bermain Scrabble.,0
862,1725,1726,Seorang pria berpakaian kemeja biru dan celana pendek duduk di meja sambil bermain catur hitam.,Pria itu sedang jogging,0
863,1727,1728,Seorang pria berpakaian kemeja biru dan celana pendek duduk di meja sambil bermain catur hitam.,Seorang pria sedang bermain game,1
864,1729,1730,Seorang pria muda dengan blazer biru dan celana pendek duduk sendirian di depan meja dengan permainan catur yang sudah disiapkan.,Seorang pria duduk di depan permainan catur yang sudah disiapkan.,1
865,1731,1732,Seorang pria muda dengan blazer biru dan celana pendek duduk sendirian di depan meja dengan permainan catur yang sudah disiapkan.,Seorang nenek memainkan permainan connect four pada pertemuan klub putar.,0
866,1733,1734,"Seorang pria muda Asia duduk di belakang papan catur yang sudah diatur, menunggu pemain lain datang.",Seorang pria muda sedang duduk.,1
867,1735,1736,"Seorang pria muda Asia duduk di belakang papan catur yang sudah diatur, menunggu pemain lain datang.",Seorang pemuda berada di Mars.,0
868,1737,1738,"Dua pria muda minum bir, bersandar pada dinding yang penuh coretan.",Para pria sedang minum.,1
869,1739,1740,"Dua pria muda minum bir, bersandar pada dinding yang penuh coretan.",Para pria disemprot dengan kaleng cat saat mereka pingsan dalam keadaan mabuk di gang.,0
870,1741,1742,Seorang pria diterbangkan ke tempat aman setelah berada dalam bahaya.,Seorang pria sedang dipindahkan.,1
871,1743,1744,Seorang pria diterbangkan ke tempat aman setelah berada dalam bahaya.,Helikopter itu menempatkan orang-orang di daerah yang berbahaya.,0
872,1745,1746,Orang-orang dalam suasana pertemuan memperhatikan pembicara yang mengenakan kemeja oranye.,Orang-orang mendengarkan musik pada CD player mereka.,0
873,1747,1748,Orang-orang dalam suasana pertemuan memperhatikan pembicara yang mengenakan kemeja oranye.,Orang-orang mendengarkan seorang pembicara.,1
874,1749,1750,Pertemuan kaum muda yang duduk di meja konferensi.,kaum muda berada di sebuah pesta untuk bersenang-senang,0
875,1751,1752,Pertemuan kaum muda yang duduk di meja konferensi.,kaum muda berkumpul di sekeliling meja,1
876,1753,1754,"Seorang wanita berkemeja merah sedang berbicara di sebuah meja di sebuah ruangan, di mana tiga orang lainnya mendengarkannya.",wanita itu berenang di danau.,0
877,1755,1756,"Seorang wanita berkemeja merah sedang berbicara di sebuah meja di sebuah ruangan, di mana tiga orang lainnya mendengarkannya.",wanita itu mengenakan kemeja merah.,1
878,1757,1758,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,Seorang wanita berbicara dengan orang lain di dalam ruangan.,1
879,1759,1760,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,seorang pria berbicara dengan bebek di kolam,0
880,1761,1762,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,seorang wanita di sebuah gedung perkantoran berbicara dengan dua wanita lain dan seorang pria dengan notes,1
881,1763,1764,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,Seorang wanita berbicara dengan anjing di dalam gedung perkantoran.,0
882,1765,1766,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,wanita itu tertidur di rumah,0
883,1767,1768,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,"Orang-orang yang berada di luar gedung, melihat ke dalam.",0
884,1769,1770,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,seorang wanita sedang berbicara,1
885,1771,1772,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,Empat orang berdiri di dekat dinding sambil berbicara satu sama lain.,1
886,1773,1774,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,Seorang wanita berbicara dengan tiga wanita lainnya.,0
887,1775,1776,Seorang wanita berbicara dengan dua wanita lain dan seorang pria dengan notes di sebuah gedung perkantoran dengan jendela besar.,Seorang wanita berbicara dengan dua wanita lainnya.,1
888,1777,1778,Ruang kelas mahasiswa yang sedang mendiskusikan kuliah.,Para siswa berlari di kelas P.E..,0
889,1779,1780,Ruang kelas mahasiswa yang sedang mendiskusikan kuliah.,Ruang kelas sedang mendiskusikan topik hari itu.,1
890,1781,1782,Seorang pria memegang clipboard dan pena saat seorang wanita melihat mereka.,Wanita itu tertidur,0
891,1783,1784,Seorang pria memegang clipboard dan pena saat seorang wanita melihat mereka.,Seorang wanita sedang melihat harta benda pria,1
892,1785,1786,Seorang pria dengan kemeja hijau terang sedang berbicara dengan seorang wanita berkemeja merah muda.,Sepasang suami istri sedang makan malam.,0
893,1787,1788,Seorang pria dengan kemeja hijau terang sedang berbicara dengan seorang wanita berkemeja merah muda.,Sepasang suami istri sedang berbicara.,1
894,1789,1790,Seorang pria berkemeja hijau mengulurkan papan klip untuk menarik perhatian seorang wanita berbaju merah muda.,Seorang pria ingin seorang wanita melihat papan klipnya,1
895,1791,1792,Seorang pria berkemeja hijau mengulurkan papan klip untuk menarik perhatian seorang wanita berbaju merah muda.,Seorang pria melepas bajunya untuk mendapatkan perhatian seorang wanita,0
896,1793,1794,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Seorang pria mengenakan kemeja emas,0
897,1795,1796,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Seorang pria menunjukkan sesuatu kepada seorang wanita.,1
898,1797,1798,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Sang pria memiliki sesuatu untuk disampaikan kepada sang wanita.,1
899,1799,1800,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Dua orang sedang melihat papan klip.,1
900,1801,1802,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Wanita itu mengenakan pakaian biru.,0
901,1803,1804,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Ada seorang pria dan seorang wanita.,1
902,1805,1806,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Dua orang sedang melihat catatan pada tablet elektronik.,0
903,1807,1808,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Pria itu sedang minum secangkir kopi.,0
904,1809,1810,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Seorang pria mengenakan kemeja hijau terang,1
905,1811,1812,Seorang pria berkemeja hijau terang menunjukkan sesuatu kepada seorang wanita berkemeja merah muda terang di atas papan klip.,Wanita itu menunjukkan papan klip kepada pria itu.,0
906,1813,1814,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Sang pria berada di jalan lain daripada sang wanita.,0
907,1815,1816,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Pria dan wanita berada di luar ruangan.,1
908,1817,1818,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Seorang pria dan seorang wanita berada di luar.,1
909,1819,1820,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Seorang pria dan seorang wanita sedang makan di sebuah restoran.,0
910,1821,1822,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Seorang pria mencuri tablet seorang wanita,0
911,1823,1824,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Seorang wanita menunjukkan ponsel kepada seseorang yang berdiri di dekatnya.,0
912,1825,1826,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Seorang wanita diperlihatkan tablet oleh seorang pria yang berdiri di jalan.,1
913,1827,1828,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Ada beberapa orang di jalan,1
914,1829,1830,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Pria itu menyerahkan ponsel kepada wanita itu,0
915,1831,1832,Seorang pria di jalan dengan kaos cerah memegang semacam tablet ke arah seorang wanita dengan kaos merah jambu dan nuansa.,Seorang pria menunjukkan sesuatu kepada seorang wanita,1
916,1833,1834,Seorang anak dengan cangkir kuning dan susu di seluruh wajahnya.,Anak itu memiliki wajah yang bersih.,0
917,1835,1836,Seorang anak dengan cangkir kuning dan susu di seluruh wajahnya.,Anak itu memiliki susu di seluruh wajahnya.,1
918,1837,1838,Dua orang pria bertelanjang kaki sedang bermain di halaman rumput hijau di luar sebuah bangunan dengan orang lain sebagai latar belakangnya.,Dua orang pria bertelanjang kaki di halaman.,1
919,1839,1840,Dua orang pria bertelanjang kaki sedang bermain di halaman rumput hijau di luar sebuah bangunan dengan orang lain sebagai latar belakangnya.,Dua pria bersandal berada di pantai.,0
920,1841,1842,Anak kecil yang tertawa dengan rambut pirang duduk di meja sambil memegang cangkir sippy berwarna hijau.,Anak itu bahagia.,1
921,1843,1844,Anak kecil yang tertawa dengan rambut pirang duduk di meja sambil memegang cangkir sippy berwarna hijau.,Seorang anak sedang mengamuk.,0
922,1845,1846,Seorang anak laki-laki kecil minum susu dan susu itu mengenai seluruh wajah dan mejanya.,anjing memakan tikus,0
923,1847,1848,Seorang anak laki-laki kecil minum susu dan susu itu mengenai seluruh wajah dan mejanya.,anak itu memiliki susu di wajahnya,1
924,1849,1850,Dua anak perempuan pra-remaja mendengarkan musik pada pemutar MP3 dengan headphone.,Mereka adalah perempuan.,1
925,1851,1852,Dua anak perempuan pra-remaja mendengarkan musik pada pemutar MP3 dengan headphone.,Pemutarnya adalah pemutar cd.,0
926,1853,1854,Seorang pria berlari di belakang dogsled yang ditarik oleh empat ekor anjing.,Seorang pria sedang ditarik oleh dirinya sendiri.,0
927,1855,1856,Seorang pria berlari di belakang dogsled yang ditarik oleh empat ekor anjing.,Seorang pria berlari di belakang kereta luncur.,1
928,1857,1858,Balita dengan susu di sekitar mulutnya.,Seorang anak memiliki susu di wajah mereka.,1
929,1859,1860,Balita dengan susu di sekitar mulutnya.,Seorang anak membuat susu berantakan.,1
930,1861,1862,Balita dengan susu di sekitar mulutnya.,Seorang balita dengan jus di sekitar mulutnya.,0
931,1863,1864,Balita dengan susu di sekitar mulutnya.,Balita yang sedang makan susu.,0
932,1865,1866,Balita dengan susu di sekitar mulutnya.,Seorang anak.,1
933,1867,1868,Balita dengan susu di sekitar mulutnya.,Balita yang mengenakan mik,1
934,1869,1870,Balita dengan susu di sekitar mulutnya.,Seorang pria menumpahkan bir di bajunya.,0
935,1871,1872,Balita dengan susu di sekitar mulutnya.,Balita itu memiliki susu di sekitar sudut mulutnya.,1
936,1873,1874,Balita dengan susu di sekitar mulutnya.,Balita itu memiliki es krim di sekitar mulutnya.,0
937,1875,1876,Balita dengan susu di sekitar mulutnya.,Anak itu terawat dengan baik.,0
938,1877,1878,Seorang pria mengenakan pakaian hangat meluncur di belakang empat ekor anjing di salju.,Pria itu sedang berenang bersama anjingnya.,0
939,1879,1880,Seorang pria mengenakan pakaian hangat meluncur di belakang empat ekor anjing di salju.,Pria itu berada di luar kereta luncur.,1
940,1881,1882,Seorang koboi yang sedang mengendarai anak sapi dalam rodeo.,Seorang pria sedang bekerja di kantor dengan laptop.,0
941,1883,1884,Seorang koboi yang sedang mengendarai anak sapi dalam rodeo.,Seseorang sedang tampil.,1
942,1885,1886,Pria memancing di atas lempengan beton.,Para pria tidur di tenda-tenda.,0
943,1887,1888,Pria memancing di atas lempengan beton.,Para pria berada di dekat air.,1
