id,qid1,qid2,answer1,answer2,is_duplicate
1136,2273,2274,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",Bangunannya tinggi.,1
1137,2275,2276,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",Tidak ada seorang pun yang berada di jalanan di Asia.,0
1138,2277,2278,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",Kerumunan orang di pertemuan renang dalam ruangan.,0
1139,2279,2280,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",Gedung Seiko berukuran besar.,1
1140,2281,2282,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",banyak orang berada di jalan,1
1141,2283,2284,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",ada badai sehingga tidak ada orang yang pergi ke luar,0
1142,2285,2286,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",Ada jalan yang ramai.,1
1143,2287,2288,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",Jalan yang ramai di Asia.,1
1144,2289,2290,"Jalan yang ramai, di negara Asia, di mana bangunannya didominasi oleh gedung Seiko.",Sebuah jalan yang ramai di Amerika.,0
1145,2291,2292,Seorang anak kecil masuk ke dalam lemari dan mengoleskan tepung dan crisco ke seluruh tubuhnya.,Anak laki-laki itu sedang bermain biola.,0
1146,2293,2294,Seorang anak kecil masuk ke dalam lemari dan mengoleskan tepung dan crisco ke seluruh tubuhnya.,Anak itu membuat kekacauan.,1
1147,2295,2296,Seorang pria melukis pemandangan di depannya.,Seseorang sedang melukis.,1
1148,2297,2298,Seorang pria melukis pemandangan di depannya.,Seorang gadis sedang melukis potret diri.,0
1149,2299,2300,Persimpangan Jepang yang sibuk seperti mungkin Tokyo.,Tidak ada mobil di jalan.,0
1150,2301,2302,Persimpangan Jepang yang sibuk seperti mungkin Tokyo.,Ada banyak mobil di jalan.,1
1151,2303,2304,Mobil-mobil sedang melewati sebuah kota.,beberapa mobil yang lewat di luar,1
1152,2305,2306,Mobil-mobil sedang melewati sebuah kota.,Mobil-mobil diparkir di kota.,0
1153,2307,2308,Gambar kota dengan tanda yang menyambut para pelancong di jalan yang sibuk.,Gambar sebuah kota berada di sebuah jalan,1
1154,2309,2310,Gambar kota dengan tanda yang menyambut para pelancong di jalan yang sibuk.,Orang-orang menari,0
1155,2311,2312,Menghadap ke jalan dengan tanda di atas toko-toko yang menyatakan Welcome To Golden.,"Papan nama toko bertuliskan ""Selamat Datang di Golden""",1
1156,2313,2314,Menghadap ke jalan dengan tanda di atas toko-toko yang menyatakan Welcome To Golden.,Papan nama toko tergeletak di trotoar.,0
1157,2315,2316,Ada mobil-mobil yang melaju di jalan dengan tanda yang menampilkan Selamat Datang di Golden.,Mobil-mobil diparkir di ruang pamer.,0
1158,2317,2318,Ada mobil-mobil yang melaju di jalan dengan tanda yang menampilkan Selamat Datang di Golden.,Mobil-mobil berada di luar.,1
1159,2319,2320,"Pemandangan jalan utama kota kecil dengan tanda selamat datang di atas kepala yang bertuliskan ""Welcome to Golden"".","Sebuah tanda neon bertuliskan ""Sekarang meninggalkan Golden""",0
1160,2321,2322,"Pemandangan jalan utama kota kecil dengan tanda selamat datang di atas kepala yang bertuliskan ""Welcome to Golden"".","Sebuah tanda bertuliskan ""Selamat Datang di Golden""",1
1161,2323,2324,Gadis Kecil berkemeja coklat dan rok jean biru menari di atas lantai kayu.,Seorang gadis menari dengan kemeja cokelat dan rok jean biru di atas lantai kayu,1
1162,2325,2326,Gadis Kecil berkemeja coklat dan rok jean biru menari di atas lantai kayu.,Kotoran di lantai sementara gadis itu menari,0
1163,2327,2328,Seorang pemuda sedang melakukan lompatan di atas papan luncur sementara pemuda lainnya memotret aksinya.,Dua anak laki-laki sedang bermain skateboard di luar.,1
1164,2329,2330,Seorang pemuda sedang melakukan lompatan di atas papan luncur sementara pemuda lainnya memotret aksinya.,Dua anak laki-laki sedang mengendarai sepeda di jalan.,0
1165,2331,2332,Seorang gadis muda menari dengan kaus kakinya di atas lantai kayu yang dipenuhi balon merah muda.,Seorang gadis sedang menikmati dirinya sendiri.,1
1166,2333,2334,Seorang gadis muda menari dengan kaus kakinya di atas lantai kayu yang dipenuhi balon merah muda.,Gadis itu tampak sangat sedih dengan balon biru.,0
1167,2335,2336,"Anak dengan tali merah muda di kepala menari dikelilingi oleh confetti, balon.",Seorang anak sedang bermain sepatu roda.,0
1168,2337,2338,"Anak dengan tali merah muda di kepala menari dikelilingi oleh confetti, balon.",Seorang anak sedang menari.,1
1169,2339,2340,"Seorang petugas pemadam kebakaran yang tampan memasang pita ""Jangan Menyeberang"" di kota.",Seorang petugas pemadam kebakaran sedang tidur.,0
1170,2341,2342,"Seorang petugas pemadam kebakaran yang tampan memasang pita ""Jangan Menyeberang"" di kota.",Seorang petugas pemadam kebakaran memasang tanda jangan menyeberang,1
1171,2343,2344,"Seorang petugas pemadam kebakaran yang tampan memasang pita ""Jangan Menyeberang"" di kota.",Seorang petugas pemadam kebakaran memasang pita di kota,1
1172,2345,2346,Seorang petugas pemadam kebakaran melindungi suatu area dengan membuat batas sementara yang lain mengawasi.,Seorang petugas pemadam kebakaran bekerja keras untuk menjaga keselamatan orang-orang.,1
1173,2347,2348,Seorang petugas pemadam kebakaran melindungi suatu area dengan membuat batas sementara yang lain mengawasi.,Seorang pemadam kebakaran mencoba melarikan diri dari api.,0
1174,2349,2350,Gadis berambut pirang sedang menari di dalam sebuah rumah.,Gadis itu sedang duduk di bangku taman.,0
1175,2351,2352,Gadis berambut pirang sedang menari di dalam sebuah rumah.,Seseorang berada di dalam ruangan.,1
1176,2353,2354,"Dua orang berdiri di depan patung besar seorang wanita, patung-patung dan patung-patung lain terlihat di latar belakang.",Dua orang yang sedang mengantre makanan di restoran yang ramai.,0
1177,2355,2356,"Dua orang berdiri di depan patung besar seorang wanita, patung-patung dan patung-patung lain terlihat di latar belakang.","Dua orang berdiri di dekat patung besar, dengan negara bagian lain di dekatnya.",1
1178,2357,2358,seorang pria dengan penutup putih sedang berjalan menaiki tangga.,Seorang wanita tua jatuh dari tangga.,0
1179,2359,2360,seorang pria dengan penutup putih sedang berjalan menaiki tangga.,Seorang manusia berjalan menaiki tangga.,1
1180,2361,2362,Sebuah keluarga di antara van dan pagar,Sebuah keluarga dengan mobil van.,1
1181,2363,2364,Sebuah keluarga di antara van dan pagar,Sebuah keluarga dengan truk pickup.,0
1182,2365,2366,Seorang wanita berbicara dengan empat anak kecil di luar.,Seorang wanita dewasa berada di dekat beberapa anak.,1
1183,2367,2368,Seorang wanita berbicara dengan empat anak kecil di luar.,Seorang guru sedang membaca buku di kelas.,0
1184,2369,2370,Seorang ibu dengan keempat anaknya.,Seorang pria dengan hewan peliharaannya.,0
1185,2371,2372,Seorang ibu dengan keempat anaknya.,Seorang wanita dengan anak-anak.,1
1186,2373,2374,Seorang wanita dan beberapa anak di sebuah gang di antara kendaraan dan pagar.,Wanita dan anak-anak berada di ruang makan mereka.,0
1187,2375,2376,Seorang wanita dan beberapa anak di sebuah gang di antara kendaraan dan pagar.,Beberapa orang di sebuah gang.,1
1188,2377,2378,Seorang wanita berbaju bunga berbicara dengan anak-anak di depan sebuah mobil van.,Seorang wanita sedang berbicara dengan anak-anak.,1
1189,2379,2380,Seorang wanita berbaju bunga berbicara dengan anak-anak di depan sebuah mobil van.,Seorang wanita berteriak pada anaknya.,0
1190,2381,2382,Dua orang pria dengan kepala menunduk menandatangani sebuah kertas.,Para pria melompat dari jembatan.,0
1191,2383,2384,Dua orang pria dengan kepala menunduk menandatangani sebuah kertas.,Kedua pria itu menandatangani sesuatu.,1
1192,2385,2386,Seorang pria dan seorang wanita sedang bercakap-cakap secara intim di depan patung.,Sepasang suami istri sedang bercakap-cakap,1
1193,2387,2388,Seorang pria dan seorang wanita sedang bercakap-cakap secara intim di depan patung.,Sepasang suami istri sedang makan malam di restoran.,0
1194,2389,2390,Seorang pria berkemeja Tour De Force sedang mengayuh sepeda.,Seorang wanita sedang bersepeda.,0
1195,2391,2392,Seorang pria berkemeja Tour De Force sedang mengayuh sepeda.,Seorang pria sedang mengerjakan sepeda.,1
1196,2393,2394,Seorang balita muda yang mengenakan sandal merah muda sedang berjalan di atas nomor hopscotch.,Seorang pria dewasa yang mengenakan sandal merah muda bermain hopscotch.,0
1197,2395,2396,Seorang balita muda yang mengenakan sandal merah muda sedang berjalan di atas nomor hopscotch.,Seorang bayi berjalan di atas tanah.,1
1198,2397,2398,seorang pria mengenakan pakaian biru bermain sepak bola.,pria bermain sepak bola,1
1199,2399,2400,seorang pria mengenakan pakaian biru bermain sepak bola.,pria bermain basket,0
1200,2401,2402,Para ibu dengan anak-anaknya sedang berbincang-bincang dalam sebuah pertemuan.,Para ibu berteriak pada anak-anak.,0
1201,2403,2404,Para ibu dengan anak-anaknya sedang berbincang-bincang dalam sebuah pertemuan.,Para ibu sedang bercakap-cakap.,1
1202,2405,2406,Dua orang wanita sedang berbicara sementara anak-anak duduk di pangkuan mereka.,Pria itu sedang mengecat rumah.,0
1203,2407,2408,Dua orang wanita sedang berbicara sementara anak-anak duduk di pangkuan mereka.,Beberapa wanita sedang berbicara.,1
1204,2409,2410,"Dua orang wanita, masing-masing memeluk seorang gadis kecil, berbincang-bincang dalam sebuah pertemuan keluarga kecil.",2 orang wanita menggendong gadis kecil.,1
1205,2411,2412,"Dua orang wanita, masing-masing memeluk seorang gadis kecil, berbincang-bincang dalam sebuah pertemuan keluarga kecil.",Para wanita meninggalkan anak-anak mereka.,0
1206,2413,2414,Dua orang wanita yang menggendong anak berbicara satu sama lain.,Dua orang wanita berlari di taman mencari anak-anak mereka.,0
1207,2415,2416,Dua orang wanita yang menggendong anak berbicara satu sama lain.,Setidaknya ada empat orang.,1
1208,2417,2418,"Dua orang wanita, masing-masing dengan seorang anak, saling memandang.",Para wanita tidak memiliki anak,0
1209,2419,2420,"Dua orang wanita, masing-masing dengan seorang anak, saling memandang.",Wanita bersama anak-anak mereka,1
1210,2421,2422,Seekor anjing hitam-putih membawa tongkat di mulutnya saat ia berenang di air yang jernih.,Airnya kosong,0
1211,2423,2424,Seekor anjing hitam-putih membawa tongkat di mulutnya saat ia berenang di air yang jernih.,Seekor anjing berada di luar,1
1212,2425,2426,Seekor anjing hitam putih dengan tongkat di mulutnya sedang berenang.,Seekor anjing dengan sebuah benda di mulutnya berada di dalam air.,1
1213,2427,2428,Seekor anjing hitam putih dengan tongkat di mulutnya sedang berenang.,Seekor kucing dengan tongkat di mulutnya berada di dalam bak mandi.,0
1214,2429,2430,Seorang bajak laut mengejar seorang putri di trotoar.,Bajak laut melakukan hokey pokey,0
1215,2431,2432,Seorang bajak laut mengejar seorang putri di trotoar.,Bajak laut di trotoar,1
1216,2433,2434,Seekor anjing sedang mengambil tongkat dari air yang sangat jernih.,Seekor anjing sedang mengambil tongkat dari air yang sangat jernih.,1
1217,2435,2436,Seekor anjing sedang mengambil tongkat dari air yang sangat jernih.,Seekor anjing sedang tidur di teras depan.,0
1218,2437,2438,Seekor anjing di dalam air membawa tongkat di mulutnya.,Seekor anjing sedang berjalan-jalan di taman.,0
1219,2439,2440,Seekor anjing di dalam air membawa tongkat di mulutnya.,Seekor anjing membawa tongkat di mulutnya.,1
1220,2441,2442,Dua orang anak berlari menyusuri trotoar dengan mengenakan kostum.,Anak-anak sedang berkelahi.,0
1221,2443,2444,Dua orang anak berlari menyusuri trotoar dengan mengenakan kostum.,Dua anak sedang berlari.,1
1222,2445,2446,1 anak laki-laki kecil yang mengenakan kostum bajak laut mengikuti di belakang seorang gadis kecil yang mengenakan gaun biru membawa ember labu oranye dan berjalan menyusuri trotoar.,Anak laki-laki berkostum diikuti oleh seorang anak perempuan berkostum.,1
1223,2447,2448,1 anak laki-laki kecil yang mengenakan kostum bajak laut mengikuti di belakang seorang gadis kecil yang mengenakan gaun biru membawa ember labu oranye dan berjalan menyusuri trotoar.,Seorang anak laki-laki berkostum badut diikuti oleh seorang anak perempuan.,0
1224,2449,2450,Seorang anak laki-laki kecil berkostum bajak laut berlari di belakang seorang gadis kecil berkostum putri yang membawa labu oranye di sepanjang trotoar.,Anak-anak duduk di meja mereka selama kelas berlangsung.,0
1225,2451,2452,Seorang anak laki-laki kecil berkostum bajak laut berlari di belakang seorang gadis kecil berkostum putri yang membawa labu oranye di sepanjang trotoar.,Dua anak yang mengenakan kostum berada di luar.,1
1226,2453,2454,Seorang pria dengan kemeja abu-abu menggendong bayi kecil di tangannya.,Seorang pria mengenakan kemeja.,1
1227,2455,2456,Seorang pria dengan kemeja abu-abu menggendong bayi kecil di tangannya.,Pria itu berkemeja kuning.,0
1228,2457,2458,"Dua orang gadis, masing-masing mengenakan gaun berjalan bersama.",Dua gadis saling menampar.,0
1229,2459,2460,"Dua orang gadis, masing-masing mengenakan gaun berjalan bersama.",Dua anak perempuan sedang berolahraga.,1
1230,2461,2462,Sekelompok orang sedang duduk mengelilingi meja di bawah kerai biru.,gadis bermain nintendo,0
1231,2463,2464,Sekelompok orang sedang duduk mengelilingi meja di bawah kerai biru.,orang-orang duduk mengelilingi meja,1
1232,2465,2466,Orang-orang mengantre untuk mendapatkan sepiring nasi.,Orang-orang menunggu untuk makan.,1
1233,2467,2468,Orang-orang mengantre untuk mendapatkan sepiring nasi.,Orang-orang sedang duduk makan.,0
1234,2469,2470,Orang-orang duduk untuk makan.,Orang-orang akan makan.,1
1235,2471,2472,Orang-orang duduk untuk makan.,Orang-orang berseliweran setelah konser.,0
1236,2473,2474,Beberapa pria duduk di luar di tepian batu bata yang dibangun di sekitar pohon-pohon tinggi.,Beberapa pria duduk di luar ruangan.,1
1237,2475,2476,Beberapa pria duduk di luar di tepian batu bata yang dibangun di sekitar pohon-pohon tinggi.,Para pria sedang menebang pohon.,0
1238,2477,2478,Para pekerja sedang menyantap makanan sementara seorang pria duduk di atas tumpukan kayu lapis.,Pekerja sedang beristirahat selama istirahat makan.,1
1239,2479,2480,Para pekerja sedang menyantap makanan sementara seorang pria duduk di atas tumpukan kayu lapis.,Para pekerja sedang berbicara dan duduk di atas balok logam.,0
1240,2481,2482,Para pekerja sedang beristirahat pada tengah hari.,Para pekerja dengan tekun membangun rumah.,0
1241,2483,2484,Para pekerja sedang beristirahat pada tengah hari.,Para pekerja sedang istirahat.,1
1242,2485,2486,Para pekerja duduk di samping zona kerja sambil menyantap makanan.,para pekerja sedang duduk menyantap makanan,0
1243,2487,2488,Para pekerja duduk di samping zona kerja sambil menyantap makanan.,para pekerja sedang menunggu pekerjaan berikutnya,1
1244,2489,2490,Pengendara sepeda motor mengendarai sepeda motor trail di jalur tanah,Ia sedang mendayung kano.,0
1245,2491,2492,Pengendara sepeda motor mengendarai sepeda motor trail di jalur tanah,Manusia mengendarai kendaraan roda dua.,1
1246,2493,2494,Seorang pembalap sepeda motor sedang beraksi di lintasan.,Pembalap sedang mengemudi.,1
1247,2495,2496,Seorang pembalap sepeda motor sedang beraksi di lintasan.,Pembalap sepeda motor sedang berlari,0
1248,2497,2498,Seorang wanita berambut pirang dengan rambut tergerai sedang melepas kaus putih.,Seorang wanita sedang melepas kemeja biru.,0
1249,2499,2500,Seorang wanita berambut pirang dengan rambut tergerai sedang melepas kaus putih.,Seorang wanita berambut pirang,1
1250,2501,2502,Seseorang bertopi merah dan berjaket musim dingin sedang melihat ke kejauhan.,Orang itu menatap ke kejauhan.,1
1251,2503,2504,Seseorang bertopi merah dan berjaket musim dingin sedang melihat ke kejauhan.,Seorang pria mengirim telegram.,0
1252,2505,2506,Seorang pria mengendarai sepeda motor trail,Pria itu berada di dalam mobil.,0
1253,2507,2508,Seorang pria mengendarai sepeda motor trail,Pria itu sedang berjalan.,0
1254,2509,2510,Seorang pria mengendarai sepeda motor trail,Seorang pria sedang berenang.,0
1255,2511,2512,Seorang pria mengendarai sepeda motor trail,Seorang pria sedang mengendarai mobil.,0
1256,2513,2514,Seorang pria mengendarai sepeda motor trail,Manusia sedang mengendarai kendaraan.,1
1257,2515,2516,Seorang pria mengendarai sepeda motor trail,Seorang pria berada di luar.,1
1258,2517,2518,Seorang pria mengendarai sepeda motor trail,Wanita mengendarai sepeda,0
1259,2519,2520,Seorang pria mengendarai sepeda motor trail,Pria mengendarai sepeda,1
1260,2521,2522,Seorang pria mengendarai sepeda motor trail,Seorang pria mengendarai sepeda motor trail.,1
1261,2523,2524,Seorang pria mengendarai sepeda motor trail,Seorang pria mengendarai motor trail.,1
1262,2525,2526,"Seorang pria duduk dengan kepala menghadap ke bawah, sementara orang lain melihat ke arahnya.",Pria itu sedang ditatap.,1
1263,2527,2528,"Seorang pria duduk dengan kepala menghadap ke bawah, sementara orang lain melihat ke arahnya.",Pria itu menatap semua orang.,0
1264,2529,2530,Gadis kecil berambut pirang sedang minum segelas jus.,Gadis yang meminum jus memiliki rambut cokelat.,0
1265,2531,2532,Gadis kecil berambut pirang sedang minum segelas jus.,Seorang gadis memegang gelas.,1
1266,2533,2534,Seseorang dengan mantel merah dan seekor anjing hitam dan coklat yang berlari.,Seseorang berbaju merah berlari di belakang seekor hewan hitam.,1
1267,2535,2536,Seseorang dengan mantel merah dan seekor anjing hitam dan coklat yang berlari.,Seseorang berbaju merah sedang memasak.,0
1268,2537,2538,seorang wanita berjaket merah menyaksikan seekor anjing hitam dan coklat berlari menjauh darinya di hutan terbuka.,Seorang wanita mengenakan jaket merah,1
1269,2539,2540,seorang wanita berjaket merah menyaksikan seekor anjing hitam dan coklat berlari menjauh darinya di hutan terbuka.,Seorang wanita mengenakan jaket biru,0
1270,2541,2542,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seorang wanita melempar sesuatu untuk seekor anjing.,1
1271,2543,2544,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seseorang melemparkan sesuatu untuk anjingnya.,1
1272,2545,2546,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seekor anjing melempar sesuatu untuk wanitanya.,0
1273,2547,2548,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seorang wanita memanjat pohon.,0
1274,2549,2550,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seseorang dan hewan peliharaannya berada di luar ruangan,1
1275,2551,2552,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seorang pria berkostum anjing menatap menyeramkan melalui jendela restoran.,0
1276,2553,2554,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seorang wanita dan seekor hewan sedang berinteraksi di luar ruangan.,1
1277,2555,2556,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",seorang wanita dan seekor gembala Jerman digambarkan,1
1278,2557,2558,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",seorang wanita duduk di bioskop,0
1279,2559,2560,"Di luar di dekat pepohonan, seorang wanita yang mengenakan jeans dan jaket merah melemparkan sesuatu untuk dikejar oleh seekor anjing gembala Jerman.",Seorang wanita bermain dengan kucingnya di lapangan berumput,0
1280,2561,2562,Seekor anjing sedang bersiap-siap untuk melarikan diri dari orang yang berinteraksi dengannya.,Seekor anjing berada di dekat seseorang,1
1281,2563,2564,Seekor anjing sedang bersiap-siap untuk melarikan diri dari orang yang berinteraksi dengannya.,seekor kucing sedang bermain dengan beberapa tali,0
1282,2565,2566,Seorang wanita berjaket hitam dan oranye melempar tongkat untuk diambil oleh seekor anjing berwarna cokelat dan hitam.,Seorang wanita sedang berinteraksi dengan seekor anjing.,1
1283,2567,2568,Seorang wanita berjaket hitam dan oranye melempar tongkat untuk diambil oleh seekor anjing berwarna cokelat dan hitam.,Seorang wanita sedang menyikat anjingnya.,0
1284,2569,2570,"Dua orang pria yang mencoba membangun sesuatu bersama, sambil bersenang-senang.",Dua orang pria tertawa dan menikmati diri mereka sendiri.,1
1285,2571,2572,"Dua orang pria yang mencoba membangun sesuatu bersama, sambil bersenang-senang.",Dua orang pria sedang tidur di lantai.,0
1286,2573,2574,Tiga orang sedang duduk di bangku.,Beberapa orang sedang berbaring.,0
1287,2575,2576,Tiga orang sedang duduk di bangku.,Ada orang yang duduk.,1
1288,2577,2578,Dua wanita dan seorang pria duduk di bangku.,Para wanita dan pria itu berada di bangku.,1
1289,2579,2580,Dua wanita dan seorang pria duduk di bangku.,Bangku tidak benar-benar ada di sana.,0
1290,2581,2582,Seorang pria dan dua wanita duduk di bangku.,Beberapa orang berbagi bangku.,1
1291,2583,2584,Seorang pria dan dua wanita duduk di bangku.,Enam wanita duduk di bangku.,0
1292,2585,2586,Seorang pria dan dua wanita berjaket hitam memegang payung duduk di atas bangku kayu panjang.,Orang-orang berada di bangku,1
1293,2587,2588,Seorang pria dan dua wanita berjaket hitam memegang payung duduk di atas bangku kayu panjang.,Seorang pria duduk di bangku bersama 22 wanita.,0
1294,2589,2590,pria berkemeja merah Kanada berdiri dengan tiga pria berseragam tentara,Pria yang sedang makan pizza,0
1295,2591,2592,pria berkemeja merah Kanada berdiri dengan tiga pria berseragam tentara,Pria berdiri dengan tiga pria berseragam tentara,1
1296,2593,2594,pria berkemeja merah Kanada berdiri dengan tiga pria berseragam tentara,Pria berdiri dengan tiga pria berseragam tentara di dekat Sekolah,0
1297,2595,2596,Penerjun payung dalam formasi.,Mereka berada di tanah,0
1298,2597,2598,Penerjun payung dalam formasi.,Orang-orang terjun payung.,1
1299,2599,2600,Seorang wanita memeriksa dompetnya saat berada di luar kafe.,Seorang pria memeriksa saku belakangnya untuk mencari dompetnya,0
1300,2601,2602,Seorang wanita memeriksa dompetnya saat berada di luar kafe.,Seseorang melihat-lihat dompetnya di restoran.,1
1301,2603,2604,Koboi melambaikan tangan ke kerumunan rodeo.,Badut itu melambai-lambaikan tangan ke arah kerumunan.,0
1302,2605,2606,Koboi melambaikan tangan ke kerumunan rodeo.,Sang koboi melambaikan tangan ke arah kerumunan.,1
1303,2607,2608,Seorang wanita sedang duduk di meja makan di luar ruangan.,Seseorang berada di dalam ruangan.,0
1304,2609,2610,Seorang wanita sedang duduk di meja makan di luar ruangan.,Seseorang sedang duduk.,1
1305,2611,2612,Wanita yang mengenakan atasan kuning sedang duduk di kursi,Seorang wanita mengenakan atasan kuning berdiri di atas meja dapur.,0
1306,2613,2614,Wanita yang mengenakan atasan kuning sedang duduk di kursi,Seorang wanita dengan warna kuning duduk.,1
1307,2615,2616,seorang anak sedang mendorong anak lain dengan kendaraan roda yang mengenakan atasan merah dan memakai topi.,Anak-anak sedang makan siang.,0
1308,2617,2618,seorang anak sedang mendorong anak lain dengan kendaraan roda yang mengenakan atasan merah dan memakai topi.,Anak-anak senang bermain bersama.,1
1309,2619,2620,Seorang koboi sedang menunggangi banteng di arena rodeo.,Seorang pria menunggang kuda di jalan setapak.,0
1310,2621,2622,Seorang koboi sedang menunggangi banteng di arena rodeo.,Seorang koboi mengendarai banteng di rodeo.,1
1311,2623,2624,Seorang anak berambut pirang menarik gerobak dengan seorang anak laki-laki berambut pirang di dalamnya.,Seorang anak sedang menarik kereta mainan.,1
1312,2625,2626,Seorang anak berambut pirang menarik gerobak dengan seorang anak laki-laki berambut pirang di dalamnya.,Seorang anak sedang berenang.,0
1313,2627,2628,Seorang pria yang mengenakan mantel cokelat menandatangani surat-surat untuk pria lain yang mengenakan mantel biru.,"Seorang pria menulis di atas kertas, sementara pria lain berdiri.",1
1314,2629,2630,Seorang pria yang mengenakan mantel cokelat menandatangani surat-surat untuk pria lain yang mengenakan mantel biru.,"Seorang penjaga pantai pria sibuk menyelamatkan nyawa seseorang, sementara temannya hanya menggaruk-garuk kepalanya.",0
1315,2631,2632,Pengantin pria dan wanita berdiri di atas rumput dengan tangan pengantin pria di pinggang pengantin wanita.,Pengantin pria dan wanita duduk di meja.,0
1316,2633,2634,Pengantin pria dan wanita berdiri di atas rumput dengan tangan pengantin pria di pinggang pengantin wanita.,Pengantin pria dan wanita berdiri di luar.,1
1317,2635,2636,Seorang pria sedang bernyanyi di mikrofon.,Seorang pria sedang membacakan puisi.,0
1318,2637,2638,Seorang pria sedang bernyanyi di mikrofon.,Seseorang sedang membuat musik.,1
1319,2639,2640,seorang gadis yang mengenakan pakaian renang biru dan merah muda melemparkan batu ke danau.,seorang anak laki-laki minum coke zero,0
1320,2641,2642,seorang gadis yang mengenakan pakaian renang biru dan merah muda melemparkan batu ke danau.,gadis melempar batu,1
1321,2643,2644,"Seorang pria dan seorang wanita yang sedang intim, dengan kaki mereka di dalam air.",dua pria berada di kolam renang,0
1322,2645,2646,"Seorang pria dan seorang wanita yang sedang intim, dengan kaki mereka di dalam air.",seorang pria dan wanita semakin intim,1
1323,2647,2648,Sekelompok orang berdiri di lapangan berumput.,Orang-orang berdiri di lapangan berumput,1
1324,2649,2650,Sekelompok orang berdiri di lapangan berumput.,Sekelompok orang duduk di bangku penonton,0
1325,2651,2652,Pria berseragam bekerja bersama.,Pria berseragam bekerja.,1
1326,2653,2654,Pria berseragam bekerja bersama.,Pria berpakaian pantai bekerja sendiri di taman.,0
1327,2655,2656,Seorang wanita tua memasukkan wortel ke dalam casserole.,Seorang wanita tua memasukkan bit ke dalam casserole,0
1328,2657,2658,Seorang wanita tua memasukkan wortel ke dalam casserole.,Seorang wanita tua memasukkan wortel ke dalam casserole,1
1329,2659,2660,Seorang pria dengan kendaraan abu-abu sedang memberi makan domba.,Pria itu berada di luar.,1
1330,2661,2662,Seorang pria dengan kendaraan abu-abu sedang memberi makan domba.,Pria itu sedang menunggang kuda.,0
1331,2663,2664,"Tiga pria dikelompokkan di sekitar bagian belakang mobil dengan bak belakangnya keluar, dua pria berpakaian seragam kuning dan satu berpakaian biru.", Tiga pria dikelompokkan di sekitar bagian belakang mobil.,1
1332,2665,2666,"Tiga pria dikelompokkan di sekitar bagian belakang mobil dengan bak belakangnya keluar, dua pria berpakaian seragam kuning dan satu berpakaian biru.",Tiga orang pria sedang berenang di danau.,0
1333,2667,2668,"Tiga orang pria, dua mengenakan setelan kuning, sedang melihat ke belakang mobil.",Tiga orang pria sedang melihat mobil.,1
1334,2669,2670,"Tiga orang pria, dua mengenakan setelan kuning, sedang melihat ke belakang mobil.",Tiga orang membobol mobil.,0
1335,2671,2672,Petugas darurat melihat ke bagian belakang mobil.,Orang-orang mencari di dalam mobil.,1
1336,2673,2674,Petugas darurat melihat ke bagian belakang mobil.,Petugas darurat sedang makan.,0
1337,2675,2676,Beberapa petugas pemadam kebakaran memeriksa kendaraan.,Petugas pemadam kebakaran sedang memeriksa sebuah mobil.,1
1338,2677,2678,Beberapa petugas pemadam kebakaran memeriksa kendaraan.,Petugas pemadam kebakaran menyelamatkan seekor kucing dari pohon.,0
1339,2679,2680,Seorang pria di dapur sedang menggoreng makanan yang dilapisi tepung roti dalam wajan besi.,Punya beberapa properti tepi laut di Arizona.,0
1340,2681,2682,Seorang pria di dapur sedang menggoreng makanan yang dilapisi tepung roti dalam wajan besi.,Seorang pria memasak.,1
