id,qid1,qid2,answer1,answer2,is_duplicate
477,955,956,Seorang pria berjongkok di latar depan foto sambil memotret seorang pria yang sedang melakukan tendangan salto skateboard di udara di atas tangga pendek di luar ruangan.,Seorang pria memotret pemain skateboard yang sedang melakukan trik.,1
478,957,958,"Seorang pengendara sepeda motor berlari dengan sepeda motornya, sementara pengendara lain mengendarai sepeda motor di sekitarnya.",Orang-orang mengendarai mobil,0
479,959,960,"Seorang pengendara sepeda motor berlari dengan sepeda motornya, sementara pengendara lain mengendarai sepeda motor di sekitarnya.",Orang-orang memiliki sepeda,1
480,961,962,"Dua orang dengan sepeda, satu di depan berlari dengan sepeda dan satu lagi di belakang mengendarai sepeda.",Dua orang yang sedang makan es krim cone di mal.,0
481,963,964,"Dua orang dengan sepeda, satu di depan berlari dengan sepeda dan satu lagi di belakang mengendarai sepeda.",Satu orang berlari di samping sepedanya dengan orang yang mengendarai sepedanya di belakangnya.,1
482,965,966,Seorang pemuda melakukan trik di atas skateboard menuruni tangga sambil difoto.,Seorang pemuda melakukan roller blade melintasi jalan sambil difoto.,0
483,967,968,Seorang pemuda melakukan trik di atas skateboard menuruni tangga sambil difoto.,Seorang pria yang sedang difoto saat ia melakukan trik di atas skateboardnya menuruni tangga.,1
484,969,970,"Seorang wanita dengan kemeja bergaris hitam dan putih dan memegang buket bunga, terlihat serius melihat dua pria yang sedang berbicara di tangga.",Seorang wanita dengan wajah serius berdiri dengan dua orang di depan tangga di luar.,1
485,971,972,"Seorang wanita dengan kemeja bergaris hitam dan putih dan memegang buket bunga, terlihat serius melihat dua pria yang sedang berbicara di tangga.",Tiga orang berdiri di dalam ruangan dengan bunga di tangan mereka.,0
486,973,974,Seorang pria berjalan dengan bangga di jalan.,Pria itu sedang berada di teater menonton Avatar.,0
487,975,976,Seorang pria berjalan dengan bangga di jalan.,Seorang pria berada di luar.,1
488,977,978,Empat remaja laki-laki melakukan pelemparan meriam ke dalam kolam renang.,Sekelompok pemuda sedang mencipratkan banyak air.,1
489,979,980,Empat remaja laki-laki melakukan pelemparan meriam ke dalam kolam renang.,Beberapa anak laki-laki sedang makan pizza di restoran.,0
490,981,982,Tiga orang pria berdiri di atas rumput di tepi air sambil melihat sesuatu di atas meja.,Ketiga pria itu berada di luar.,1
491,983,984,Tiga orang pria berdiri di atas rumput di tepi air sambil melihat sesuatu di atas meja.,Ketiga pria itu berada di dalam ruangan bermain Foosball.,0
492,985,986,Seorang wanita berdiri di belakang pemanggang luar ruangan dengan sekeranjang makanan berwarna biru di tangannya.,Seorang wanita berdiri di belakang panggangan di luar dengan sekeranjang makanan berwarna biru di tangannya.,1
493,987,988,Seorang wanita berdiri di belakang pemanggang luar ruangan dengan sekeranjang makanan berwarna biru di tangannya.,Seorang wanita memegang keranjang biru penuh telur Paskah di luar gereja.,0
494,989,990,Land Rover berjalan melalui kolam yang dalam.,Sebuah mobil sedang berada di toko.,0
495,991,992,Land Rover berjalan melalui kolam yang dalam.,Sebuah mobil melaju di atas air.,1
496,993,994,banyak orang bersantai di halaman.,Sekelompok orang berada di luar.,1
497,995,996,banyak orang bersantai di halaman.,Orang-orang menonton tv di ruang tamu mereka.,0
498,997,998,Mobil yang tenggelam dalam air.,Sebuah mobil terendam banjir.,1
499,999,1000,Mobil yang tenggelam dalam air.,Sebuah truk melaju di jalan pedesaan di bawah sinar matahari.,0
500,1001,1002,Seorang pria mengenakan pakaian hitam sedang memainkan gitar listrik di sebuah konser.,Seorang pria sedang bermain gitar.,1
501,1003,1004,Seorang pria mengenakan pakaian hitam sedang memainkan gitar listrik di sebuah konser.,Seorang pria sedang bermain piano.,0
502,1005,1006,Seorang pria dengan rambut liar mengguncang pertunjukan dengan memainkan gitar di tengah panggung.,Pria botak itu memainkan drum.,0
503,1007,1008,Seorang pria dengan rambut liar mengguncang pertunjukan dengan memainkan gitar di tengah panggung.,Seorang pria berdiri di atas panggung dengan gitarnya.,1
504,1009,1010,wanita dan anak di atas mobil troli berlabel Powell dan market dan bay dan taylor,Wanita itu berada di atas troli.,1
505,1011,1012,wanita dan anak di atas mobil troli berlabel Powell dan market dan bay dan taylor,Wanita dan anak itu berada di kereta bawah tanah.,0
506,1013,1014,"Dua wanita profesional medis, satu orang Afrika-Amerika & satu orang kulit putih, sedang memeriksa dokumen di rumah sakit.",Rekan kerja meninggalkan pekerjaan dan sedang berkendara untuk makan siang.,0
507,1015,1016,"Dua wanita profesional medis, satu orang Afrika-Amerika & satu orang kulit putih, sedang memeriksa dokumen di rumah sakit.",Ada orang yang sedang bekerja.,1
508,1017,1018,Dua orang wanita sedang membaca binder.,Para gadis sedang menonton film.,0
509,1019,1020,Dua orang wanita sedang membaca binder.,Beberapa wanita sedang membaca.,1
510,1021,1022,Seorang pria di kejauhan berjalan melewati dinding bata yang dicat dengan kata-kata dan grafiti.,Seorang pria duduk dan membaca grafiti di dinding.,0
511,1023,1024,Seorang pria di kejauhan berjalan melewati dinding bata yang dicat dengan kata-kata dan grafiti.,Grafffiti pada dinding bata.,1
512,1025,1026,Seorang wanita dan seorang anak berpegangan pada pagar saat berada di atas troli.,Orang-orang tidak memegang apa pun.,0
513,1027,1028,Seorang wanita dan seorang anak berpegangan pada pagar saat berada di atas troli.,Orang-orang berpegangan pada rel.,1
514,1029,1030,Seorang pria berkemeja polo bergaris sedang menunjuk dan tersenyum.,Pria itu sedang berenang,0
515,1031,1032,Seorang pria berkemeja polo bergaris sedang menunjuk dan tersenyum.,Pria itu tampak bahagia,1
516,1033,1034,Seorang pria melakukan trik lompat sepeda untuk penonton.,tony hawk sedang melakukan trik skating,0
517,1035,1036,Seorang pria melakukan trik lompat sepeda untuk penonton.,seorang pria sedang melakukan trik sepeda,1
518,1037,1038,Seorang wanita berambut abu-abu dengan mantel biru dengan kepingan salju di atasnya menyeimbangkan sesuatu di kepalanya.,Wanita itu mengenakan mantel.,1
519,1039,1040,Seorang wanita berambut abu-abu dengan mantel biru dengan kepingan salju di atasnya menyeimbangkan sesuatu di kepalanya.,Wanita ini menyukai rambut pirangnya.,0
520,1041,1042,Dua orang anak bermain di lapangan.,Anak-anak bermain di luar ruangan.,1
521,1043,1044,Dua orang anak bermain di lapangan.,Dua orang anak sedang membaca di meja mereka.,0
522,1045,1046,"Seorang pria duduk di dalam dan memainkan banjo, ada pepohonan di belakangnya di luar.",Seorang pria berlari ke luar.,0
523,1047,1048,"Seorang pria duduk di dalam dan memainkan banjo, ada pepohonan di belakangnya di luar.",Seekor jantan yang duduk di dalam ruangan.,1
524,1049,1050,"Dua orang anak, dengan pakaian warna-warni, bermain di lapangan dengan batu besar di tengahnya.",Jangan bermain dengan batu,0
525,1051,1052,"Dua orang anak, dengan pakaian warna-warni, bermain di lapangan dengan batu besar di tengahnya.",Dua anak sedang bermain dengan batu besar di lapangan,1
526,1053,1054,Dua anak perempuan muda sedang bermain di luar di lingkungan non-urban.,Dua anak perempuan sedang bermain di luar.,1
527,1055,1056,Dua anak perempuan muda sedang bermain di luar di lingkungan non-urban.,"Beberapa gadis berlari di trotoar, di samping beberapa mobil yang diparkir.",0
528,1057,1058,Dua orang anak bertopi bermain di lapangan terbuka dan berbatu.,Anak-anak sedang makan siang di rumah.,0
529,1059,1060,Dua orang anak bertopi bermain di lapangan terbuka dan berbatu.,Anak-anak sedang bermain di lapangan berbatu.,1
530,1061,1062,Seorang wanita yang mengenakan gaun hijau dan merah muda sedang menari dengan seseorang yang mengenakan atasan biru dengan celana putih.,Wanita berbaju hijau dan merah muda sedang menari.,1
531,1063,1064,Seorang wanita yang mengenakan gaun hijau dan merah muda sedang menari dengan seseorang yang mengenakan atasan biru dengan celana putih.,Wanita penari itu sendirian di kamar tidurnya.,0
532,1065,1066,Pria bercelana emas melihat ke arah kamera.,Pria yang melihat ke arah kamera.,1
533,1067,1068,Pria bercelana emas melihat ke arah kamera.,Pria itu berjalan pergi ke aula.,0
534,1069,1070,Seorang pria dengan rok emas duduk di depan komputer.,Seorang pria dengan rok emas duduk di depan komputernya sambil melihat layar komputer.,1
535,1071,1072,Seorang pria dengan rok emas duduk di depan komputer.,Seorang pria bercelana biru duduk dan menonton televisi.,0
536,1073,1074,Pria mengenakan kaos hitam duduk di meja komputer.,pria itu sedang bekerja di komputer,1
537,1075,1076,Pria mengenakan kaos hitam duduk di meja komputer.,pria itu berhenti bekerja dan berada di kebun binatang sepanjang hari,0
538,1077,1078,Seorang pria berjanggut dengan kaos hitam duduk di depan meja sambil memegang komputer.,Seorang pria berdiri di tengah hujan.,0
539,1079,1080,Seorang pria berjanggut dengan kaos hitam duduk di depan meja sambil memegang komputer.,Seorang pria menunggu dengan komputernya.,1
540,1081,1082,"Seorang pria dengan rok foil emas, duduk di meja komputer, melihat ke arah kamera dengan tangan terangkat ke wajahnya.",seorang pria sedang melihat webcam-nya,1
541,1083,1084,"Seorang pria dengan rok foil emas, duduk di meja komputer, melihat ke arah kamera dengan tangan terangkat ke wajahnya.",seorang pria menjulurkan lidahnya,0
542,1085,1086,Seorang gadis muda duduk di meja dengan mangkuk di kepalanya,Seorang gadis muda memiliki mangkuk di kepalanya,1
543,1087,1088,Seorang gadis muda duduk di meja dengan mangkuk di kepalanya,Seorang pria sedang makan sereal di dalam mobilnya,0
544,1089,1090,Seorang pria menari dengan tongkat api di malam hari.,wanita itu melakukan tarian hula,0
545,1091,1092,Seorang pria menari dengan tongkat api di malam hari.,pria itu menari,1
546,1093,1094,Seorang dokter memeriksa perut seorang balita.,Balita sedang menjalani pemeriksaan.,1
547,1095,1096,Seorang dokter memeriksa perut seorang balita.,Dokter melihat ke dalam mulut balita.,0
548,1097,1098,Wanita muda berambut pirang memasukkan kakinya ke dalam air mancur,Seorang wanita muda berambut pirang sedang duduk di kursi pantai.,0
549,1099,1100,Wanita muda berambut pirang memasukkan kakinya ke dalam air mancur,Seseorang sedang mencelupkan kakinya ke dalam air.,1
550,1101,1102,Seorang wanita muda mencoba memasukkan kakinya ke dalam air mancur.,Wanita itu sedang naik kereta api.,0
551,1103,1104,Seorang wanita muda mencoba memasukkan kakinya ke dalam air mancur.,Seorang wanita berada di dekat air mancur.,1
552,1105,1106,Seorang wanita muda mencoba memasukkan kakinya ke dalam air mancur.,Wanita itu menginjakkan satu kakinya di udara.,1
553,1107,1108,Seorang wanita bercelana jins capri berjongkok di tepi air mancur dengan kaki kirinya ditendang keluar untuk menyentuh air yang jatuh.,Seorang wanita sedang berjalan di taman,0
554,1109,1110,Seorang wanita bercelana jins capri berjongkok di tepi air mancur dengan kaki kirinya ditendang keluar untuk menyentuh air yang jatuh.,Seorang wanita seperti menyentuh air di air mancur,1
555,1111,1112,Wanita menyeimbangkan diri di tepi air mancur sambil menjulurkan jari kakinya ke dalam air.,Seorang wanita berdiri di atas air mancur dan mencelupkan jari-jari kakinya.,1
556,1113,1114,Wanita menyeimbangkan diri di tepi air mancur sambil menjulurkan jari kakinya ke dalam air.,Seorang wanita duduk di atas tanah berumput.,0
557,1115,1116,Sepasang suami istri berjalan bergandengan tangan dan bergandengan tangan menyusuri trotoar kota.,Pasangan ini berada di luar ruangan.,1
558,1117,1118,Sepasang suami istri berjalan bergandengan tangan dan bergandengan tangan menyusuri trotoar kota.,Pasangan ini sedang makan malam di restoran.,0
559,1119,1120,Seorang pria menatap pasangan yang lewat saat berjalan menyusuri blok.,Seorang pria menatap pasangan yang lewat.,1
560,1121,1122,Seorang pria menatap pasangan yang lewat saat berjalan menyusuri blok.,Wanita itu menatap sepasang suami istri saat mereka berdebat di blok.,0
561,1123,1124,"sepasang suami istri berpegangan tangan di belakang punggung mereka saat berjalan menyusuri jalan, dan sang pria merangkul bahu sang wanita.",pasangan berjalan,1
562,1125,1126,"sepasang suami istri berpegangan tangan di belakang punggung mereka saat berjalan menyusuri jalan, dan sang pria merangkul bahu sang wanita.",beruang di kebun binatang,0
563,1127,1128,Seorang pria dan seorang wanita berpegangan tangan saat mereka berjalan di sepanjang trotoar kota.,Sepasang suami istri sedang bertengkar di trotoar.,0
564,1129,1130,Seorang pria dan seorang wanita berpegangan tangan saat mereka berjalan di sepanjang trotoar kota.,Seorang pria dan seorang wanita berpegangan tangan.,1
565,1131,1132,seorang pria berbaju merah berdiri bersama anaknya di pantai.,Seorang pria mengenakan pakaian biru tidur dengan anak di pangkuannya di dalam rumahnya.,0
566,1133,1134,Olahraga baru dimainkan untuk menunjukkan apresiasi kepada anak-anak yang tidak bisa berjalan.,Orang-orang memainkan olahraga untuk menghormati orang-orang yang lumpuh.,1
567,1135,1136,Olahraga baru dimainkan untuk menunjukkan apresiasi kepada anak-anak yang tidak bisa berjalan.,Orang-orang bermain sepak bola tanpa perlengkapan.,0
568,1137,1138,Dua orang pria di kursi roda sedang meraih bola basket di udara.,Dua orang di kursi roda sedang meraih bola basket di udara.,1
569,1139,1140,Dua orang pria di kursi roda sedang meraih bola basket di udara.,Dua wanita di kursi roda sedang meraih bola basket di udara.,0
570,1141,1142,Tiga pemain bola basket kursi roda yang mengenakan seragam tim berusaha mencapai bola basket yang turun dengan pemain lain di latar belakang.,Tiga pemain basket kursi roda bermain basket di lapangan.,1
571,1143,1144,Tiga pemain bola basket kursi roda yang mengenakan seragam tim berusaha mencapai bola basket yang turun dengan pemain lain di latar belakang.,Orang-orang sedang minum kopi bersama di coffeshop.,0
572,1145,1146,"Empat orang yang duduk di kursi roda di lapangan basket, dua orang mencoba meraih bola basket di udara.",Empat orang sedang bermain kartu.,0
573,1147,1148,"Empat orang yang duduk di kursi roda di lapangan basket, dua orang mencoba meraih bola basket di udara.",Empat orang bermain basket.,1
574,1149,1150,"Tiga ekor anjing dalam nuansa warna coklat dan putih yang berbeda, saling menggigit dan menjilat satu sama lain.",anjing-anjing sedang berkelahi,0
575,1151,1152,Tiga ekor anjing dengan warna coklat dan putih yang berbeda saling menggigit dan menjilat.,ada tiga ekor anjing,1
576,1153,1154,"Dua ekor anjing dengan main-main menggigit anjing ketiga, yang lidahnya menjulur keluar.","Dua ekor anjing sedang tidur, sementara anjing ketiga menyantap makanannya.",0
577,1155,1156,"Dua ekor anjing dengan main-main menggigit anjing ketiga, yang lidahnya menjulur keluar.",Sepasang anjing menggoda anjing ketiga dengan gigitan.,1
578,1157,1158,Tiga ekor anak anjing kecil menggigit dan bermain bersama di rerumputan.,Anak-anak anjing sedang tidur di dalam keranjang.,0
579,1159,1160,Tiga ekor anak anjing kecil menggigit dan bermain bersama di rerumputan.,Tiga ekor anak anjing sedang bermain di luar.,1
580,1161,1162,Dua ekor anjing menggigit anjing lain di ladang.,anjing menyerang anjing lain,1
581,1163,1164,Dua ekor anjing menggigit anjing lain di ladang.,anjing duduk di arsip,0
582,1165,1166,Wisatawan menunggu di pemberhentian kereta api.,Turis berjalan di sekitar museum seni.,0
583,1167,1168,Wisatawan menunggu di pemberhentian kereta api.,Sekelompok turis yang sedang menunggu kereta di stasiun kereta api.,1
584,1169,1170,Seorang dokter dengan scrub biru sedang melakukan operasi dibantu oleh dua pria dan seorang wanita.,seorang pria tua sedang berbicara,1
585,1171,1172,Seorang dokter dengan scrub biru sedang melakukan operasi dibantu oleh dua pria dan seorang wanita.,anak-anak itu marah,0
586,1173,1174,Seorang wanita dengan jaket hitam berjalan melewati poster film luar ruangan.,Seorang wanita berjalan di luar.,1
587,1175,1176,Seorang wanita dengan jaket hitam berjalan melewati poster film luar ruangan.,Seorang wanita sedang membersihkan diri.,0
588,1177,1178,Seorang pria bertopi peri yang memegang payung putih berdiri di trotoar bersama dua pria lainnya.,Seorang pria berdiri.,1
589,1179,1180,Seorang pria bertopi peri yang memegang payung putih berdiri di trotoar bersama dua pria lainnya.,"Cintaku seperti wig merah, merah.",0
590,1181,1182,Wanita India dan seorang pria berbaju biru menari di bawah sinar matahari.,Seorang wanita makan acar.,0
591,1183,1184,Wanita India dan seorang pria berbaju biru menari di bawah sinar matahari.,Dua orang menari di luar ruangan.,1
592,1185,1186,Dua pria yang lebih tua sedang berbicara.,Dua orang sedang bercakap-cakap.,1
593,1187,1188,Dua pria yang lebih tua sedang berbicara.,Kerumunan orang saling berbicara satu sama lain.,0
594,1189,1190,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Seorang pengendara sepeda motor melakukan lompatan di dekat pepohonan.,1
595,1191,1192,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Mereka tidak naik sepeda.,0
596,1193,1194,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Pengendara motor melompat ke dalam lubang.,1
597,1195,1196,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Seseorang mengendarai sepeda di luar ruangan.,1
598,1197,1198,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Ada seorang pengendara motor,1
599,1199,1200,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Mereka menghindari pepohonan.,1
600,1201,1202,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Pengendara sepeda gunung akan melalui jalur gurun.,0
601,1203,1204,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Pengendara motor mencoba melompati gunung berapi.,0
602,1205,1206,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Dia di dalam ruangan,0
603,1207,1208,Seorang pengendara sepeda gunung melompati lereng di luar ruangan di area hutan.,Seseorang sedang mengendarai bobsled.,0
604,1209,1210,Dua orang pria yang lebih tua dengan mantel musim dingin sedang berbicara di luar sebuah toko dengan halaman berumput yang tertutup lapisan salju tipis di depannya.,Dua orang tua dengan mantel musim dingin berbicara di luar.,1
605,1211,1212,Dua orang pria yang lebih tua dengan mantel musim dingin sedang berbicara di luar sebuah toko dengan halaman berumput yang tertutup lapisan salju tipis di depannya.,Para pria tua mengenakan jas hujan.,0
606,1213,1214,"Dua orang pria lanjut usia sedang bercakap-cakap, dengan latar belakang rerumputan yang tertutup salju.",Para pria sedang minum kopi dan makan kue,0
607,1215,1216,"Dua orang pria lanjut usia sedang bercakap-cakap, dengan latar belakang rerumputan yang tertutup salju.",Para pria sedang tidur,0
608,1217,1218,"Dua orang pria lanjut usia sedang bercakap-cakap, dengan latar belakang rerumputan yang tertutup salju.",Ada dua pria di luar dalam gambar ini,1
609,1219,1220,Dua orang pria berdiri di luar dan salju berada di tanah.,Orang-orang berada di dekat salju.,1
610,1221,1222,Dua orang pria berdiri di luar dan salju berada di tanah.,Pria membuat malaikat salju.,0
611,1223,1224,Dua orang pria yang lebih tua dengan mantel berdiri di luar.,Orang-orang ini tidak pernah mengenakan mantel.,0
612,1225,1226,Dua orang pria yang lebih tua dengan mantel berdiri di luar.,Mereka berada di luar mengenakan mantel.,1
613,1227,1228,Seorang pria dengan syal dan topi ungu sedang melihat uang sambil memegang akordeon.,Seorang wanita sedang menyisir rambutnya di kamar tidurnya.,0
614,1229,1230,Seorang pria dengan syal dan topi ungu sedang melihat uang sambil memegang akordeon.,Seorang pria memegang akordian.,1
615,1231,1232,Pengendara sepeda BMX melompati jurang.,ada seorang biker bmx yang sempurna dalam lompat jurang,1
616,1233,1234,Pengendara sepeda BMX melompati jurang.,siapa saja bisa melakukan lompat jurang,0
617,1235,1236,Sepeda putih diikatkan pada rambu jalan.,mobil diparkir di tanda,0
618,1237,1238,Sepeda putih diikatkan pada rambu jalan.,sepeda diikatkan pada sebuah tanda,1
619,1239,1240,Sepeda putih bersandar pada tiang.,Sebuah sepeda berada di tanah yang akan diperbaiki,0
620,1241,1242,Sepeda putih bersandar pada tiang.,Sepeda di luar,1
621,1243,1244,Anak laki-laki itu mengunci sepedanya dan pergi.,Seorang anak laki-laki mengendarai sepeda.,0
622,1245,1246,Anak laki-laki itu mengunci sepedanya dan pergi.,Seorang anak laki-laki berjalan pergi.,1
623,1247,1248,Kota yang ramai di siang hari.,Sebuah kota yang dipenuhi orang di tengah siang hari.,1
624,1249,1250,Kota yang ramai di siang hari.,Sebuah kota yang ditinggalkan di ujung dunia.,0
625,1251,1252,Orang-orang yang berjalan-jalan di kota besar.,Orang-orang berada di luar.,1
626,1253,1254,Orang-orang yang berjalan-jalan di kota besar.,Orang-orang sedang tidur.,0
627,1255,1256,Kota sibuk yang terlihat seperti New York City.,Kota ini memiliki banyak orang di dalamnya.,1
628,1257,1258,Kota sibuk yang terlihat seperti New York City.,"Kota ini terlihat seperti Lawrence, Kansas.",0
629,1259,1260,"Pemandangan bangunan dan orang-orang yang berjalan melintasi jalanan di Times Square, New York City.",Ada sebuah kota.,1
630,1261,1262,"Pemandangan bangunan dan orang-orang yang berjalan melintasi jalanan di Times Square, New York City.",Ladang bunga poppy yang sangat tenang.,0
631,1263,1264,Seorang wanita sedang membuat pot tanah liat.,Seorang pria sedang melukis sebuah lukisan.,0
632,1265,1266,Seorang wanita sedang membuat pot tanah liat.,Seorang seniman sedang memahat dengan tanah liat.,1
633,1267,1268,Seorang tukang cukur menunggu pelanggan.,Seorang tukang cukur sedang bekerja.,1
634,1269,1270,Seorang tukang cukur menunggu pelanggan.,Tukang cukur menutup tokonya di penghujung hari.,0
635,1271,1272,Seorang pria duduk di toko tukang cukur.,Ada seorang individu yang menunggu di dalam ruangan.,1
636,1273,1274,Seorang pria duduk di toko tukang cukur.,Seorang pria sedang menggosok gigi.,0
637,1275,1276,Seorang wanita sedang bersiap untuk mengglasir mangkuk.,Seorang wanita yang tidak mempersiapkan diri untuk berkaca,0
638,1277,1278,Seorang wanita sedang bersiap untuk mengglasir mangkuk.,Seorang wanita bersiap untuk mengglasir,1
639,1279,1280,"Seorang wanita yang mengenakan celemek memeriksa panci besar di atas meja yang dipenuhi dengan cangkir, mangkuk, pot, dan keranjang dengan berbagai macam ukuran.",Seorang wanita yang mengenakan sarung tangan sedang mencuci piring.,0
640,1281,1282,"Seorang wanita yang mengenakan celemek memeriksa panci besar di atas meja yang dipenuhi dengan cangkir, mangkuk, pot, dan keranjang dengan berbagai macam ukuran.",Seorang wanita mengenakan celemek.,1
641,1283,1284,Seorang model yang berpose seolah-olah dia adalah pemain sepak bola wanita sungguhan.,Seorang pria menjadi model untuk acara memasak.,0
642,1285,1286,Seorang model yang berpose seolah-olah dia adalah pemain sepak bola wanita sungguhan.,Seorang model sedang melakukan pemotretan.,1
643,1287,1288,Petugas pemadam kebakaran muncul dari stasiun kereta bawah tanah.,Petugas pemadam kebakaran berjalan di luar,1
644,1289,1290,Petugas pemadam kebakaran muncul dari stasiun kereta bawah tanah.,Stasiun ini kosong,0
645,1291,1292,Petugas pemadam kebakaran yang tampak kelelahan berjalan.,Petugas pemadam kebakaran sedang berjalan.,1
646,1293,1294,Petugas pemadam kebakaran yang tampak kelelahan berjalan.,Petugas pemadam kebakaran yang tampak bersemangat berlari ke dalam gedung yang terbakar.,0
647,1295,1296,"Tiga petugas pemadam kebakaran, petugas pemadam kebakaran terdekat memegang helm di tangan kirinya.",Tiga orang memegang kapak di tangan kiri mereka.,0
648,1297,1298,"Tiga petugas pemadam kebakaran, petugas pemadam kebakaran terdekat memegang helm di tangan kirinya.","Para petugas pemadam kebakaran berkumpul, salah satunya memegang helmnya.",1
649,1299,1300,Seorang pria berjalan di samping kru pembersih.,Wanita itu berlari di samping para kru.,0
650,1301,1302,Seorang pria berjalan di samping kru pembersih.,Pria itu berjalan di samping awak kapal.,1
651,1303,1304,Seorang anak kecil berenang di bawah air.,Seorang anak laki-laki mengapung di atas air.,0
652,1305,1306,Seorang anak kecil berenang di bawah air.,Seorang anak yang sedang berenang.,1
653,1307,1308,Seorang pengemudi sedang memacu kendaraan Ford-nya di lintasan kerikil.,Seorang pria telah memarkir truknya.,0
654,1309,1310,Seorang pengemudi sedang memacu kendaraan Ford-nya di lintasan kerikil.,Sebuah Ford sedang dikendarai di lintasan.,1
655,1311,1312,Tiga orang pria dan seorang gadis sedang melompat di kolam renang bersama-sama.,Semua orang memanjat keluar dari air.,0
656,1313,1314,Tiga orang pria dan seorang gadis sedang melompat di kolam renang bersama-sama.,Semua orang melompat ke dalam badan air.,1
657,1315,1316,"Seorang anak kecil di bawah air di kolam renang, memegang dinosaurus plastik.",Lone Ranger berenang lagi.,0
658,1317,1318,"Seorang anak kecil di bawah air di kolam renang, memegang dinosaurus plastik.",Anak kecil di kolam renang memegang mainan.,1
659,1319,1320,Seorang anak kecil berenang di bawah air dengan mainan di tangannya.,Seorang anak laki-laki kecil sedang mengejar seekor anjing.,0
660,1321,1322,Seorang anak kecil berenang di bawah air dengan mainan di tangannya.,Seorang anak kecil berada di bawah air.,1
661,1323,1324,Seorang pria yang mengenakan kemeja shire putih dan benci menunggangi kuda bucking di rodeo.,Seorang badut rodeo mengejar seekor banteng.,0
662,1325,1326,Seorang pria yang mengenakan kemeja shire putih dan benci menunggangi kuda bucking di rodeo.,Seorang pria sedang menaiki kuda.,1
663,1327,1328,"Seorang penunggang saddle bronc terangkat dari pelana, tetapi tetap mempertahankan cengkeramannya selama menungganginya.",Pria itu mengendarai seekor binatang.,1
664,1329,1330,"Seorang penunggang saddle bronc terangkat dari pelana, tetapi tetap mempertahankan cengkeramannya selama menungganginya.",Pria itu mengendarai sepeda motor.,0
665,1331,1332,seorang wanita dengan topi jerami yang bekerja pada mesin aneh dengan kelapa di sisinya.,Seorang wanita sedang duduk di sofa.,0
666,1333,1334,seorang wanita dengan topi jerami yang bekerja pada mesin aneh dengan kelapa di sisinya.,Seorang wanita sedang berada di sebuah mesin.,1
667,1335,1336,Seorang pria yang mengenakan topi beras sedang mengupas jagung dengan menggunakan alat pengupas jagung dan dikelilingi oleh pepohonan.,Pria itu sedang merebus sepanci jagung.,0
668,1337,1338,Seorang pria yang mengenakan topi beras sedang mengupas jagung dengan menggunakan alat pengupas jagung dan dikelilingi oleh pepohonan.,Ada orang yang sedang mengolah sayuran.,1
669,1339,1340,seorang wanita yang mengenakan topi jerami Cina mengoperasikan semacam mesin baja tahan karat di tempat yang tampaknya merupakan taman.,Wanita itu memiliki seorang anak kecil yang terjebak di dalam mesin yang menjahit pakaian.,0
670,1341,1342,seorang wanita yang mengenakan topi jerami Cina mengoperasikan semacam mesin baja tahan karat di tempat yang tampaknya merupakan taman.,Wanita itu berada di luar ruangan dengan sebuah mesin.,1
671,1343,1344,Seorang wanita di pinggir jalan sedang membuat makanan di gerobaknya.,Seorang anak mengenakan bandana.,0
672,1345,1346,Seorang wanita di pinggir jalan sedang membuat makanan di gerobaknya.,Seseorang sedang memasak.,1
673,1347,1348,Seorang pria bercelana pendek biru dan tanpa kemeja sedang jogging di jalan sambil mendengarkan iPod-nya.,Pria itu mengenakan kemeja biru.,0
674,1349,1350,Seorang pria bercelana pendek biru dan tanpa kemeja sedang jogging di jalan sambil mendengarkan iPod-nya.,Pria itu sedang berlari.,1
675,1351,1352,"Wanita yang sedang berolahraga, seorang wanita mengenakan tikar hijau dan pakaian hitam.",Para wanita sedang berolahraga.,1
676,1353,1354,"Wanita yang sedang berolahraga, seorang wanita mengenakan tikar hijau dan pakaian hitam.",Kedua wanita berpakaian hijau.,0
677,1355,1356,Para siswa berlatih yoga di dalam kelas.,Para siswa menyelesaikan persamaan di papan tulis.,0
678,1357,1358,Para siswa berlatih yoga di dalam kelas.,Kelas yoga sedang berlangsung.,1
679,1359,1360,Orang-orang melakukan peregangan di atas matras yoga.,Orang-orang berbaring di atas matras yoga.,1
680,1361,1362,Orang-orang melakukan peregangan di atas matras yoga.,Mereka berbaring di atas sepeda.,0
681,1363,1364,Sekelompok orang sedang melakukan yoga.,Orang-orang melakukan yoga,1
682,1365,1366,Sekelompok orang sedang melakukan yoga.,Orang-orang sedang tidur.,0
683,1367,1368,Pengendara sepeda motor sedang beraksi sementara dua orang pria menonton.,Dua orang wanita berjalan dengan kereta bayi.,0
